6,17.173493624760347,6_acute
11,17.97843092679763,11_chron
1,17.986171816044457,1_chron
12,18.21629769486501,12_chron2
4,18.601300869600546,4_chron
16,18.741794691363715,16_chron2
9,18.807318929624053,9_chron
8,19.156278224455704,8_chron2
1,19.193233492463147,1_chron
23,19.362216044696815,23_chron2
10,19.599020769306026,10_chron2
18,20.20470899128445,18_chron2
20,20.877639092339813,20_chron
22,20.99365614245958,22_chron2
30,21.991733261070877,30_chron2
14,22.239336924064563,14_chron
37,22.985787369585687,37_chron
39,23.313016551509502,39_chron
38,24.417179080617313,38_chron2
21,24.604897314824623,21_chron2
67,24.795581099347164,67_chron
32,24.80035865186565,32_chron
47,25.099611821091468,47_chron2
7,25.169575181044678,7_chron
54,25.288930352991713,54_chron2
31,25.44623982858638,31_chron2
5,25.48489476333512,5_chron
48,25.723039997963436,48_chron
44,25.95213849081266,44_chron2
52,26.045458246023877,52_chron
57,26.104383743274877,57_chron
36,26.233879462973487,36_chron
2,26.45278664586218,2_chron
90,26.51598899416367,90_chron2
79,26.538738000290024,79_chron2
74,26.660233886635826,74_chron2
93,27.06602925058343,93_chron2
62,27.140296605231185,62_chron2
29,27.155500198184576,29_chron
24,27.32533743200125,24_chron2
70,27.343261091044738,70_chron2
15,27.54362026117354,15_chron
82,27.736105861164024,82_chron2
42,27.81014789409327,42_chron2
71,27.811669118095594,71_chron
50,27.930364725136027,50_chron
58,28.018209002104403,58_chron2
53,28.025831114860065,53_chron
59,28.036291176526564,59_chron
68,28.141046274411302,68_chron
97,28.14195532033684,97_chron2
60,28.171938580880116,60_chron2
72,28.428386035872432,72_chron
66,28.548936496354408,66_chron2
88,28.812062598105122,88_chron2
49,28.996950838023512,49_chron
94,29.210067328426813,94_chron2
55,29.39705479499121,55_chron
69,29.506589202690325,69_chron2
96,29.907227757191304,96_chron
128,30.481934611019014,128_chron2
41,30.52817218944276,41_chron
43,30.622575103118535,43_chron
3,30.727127709056152,3_chron
105,30.75690806450519,105_chron2
28,30.99314785182643,28_chron
138,31.09685075650291,138_chron2
130,31.668487641065,130_chron
114,31.74400486330958,114_chron2
108,31.826600693849883,108_chron2
78,31.98069492566929,78_chron
125,32.324398003911206,125_chron
136,32.52782440815317,136_chron
120,32.54285910591346,120_chron
188,32.54584977975075,188_acute2
131,32.72516781010269,131_chron
152,32.7251954477142,152_chron2
100,32.859817015470064,100_chron
162,33.013684438215776,162_chron2
109,33.239653818990725,109_chron
122,33.29105124836696,122_chron2
161,33.344248630917946,161_chron
134,33.35580296465013,134_chron
101,33.38490749009262,101_chron
81,33.42784697925127,81_chron
102,33.435107147999624,102_chron2
95,33.443566161215294,95_chron
64,33.44991014837002,64_chron
132,33.539253117220476,132_chron2
126,33.54469763074482,126_chron
25,33.70379461156897,25_chron
197,33.91985119436265,197_chron2
157,33.98900966694888,157_chron
124,33.99411088740223,124_chron
215,34.00362634526855,215_chron2
198,34.01273782413096,198_chron2
206,34.080469313151205,206_chron2
139,34.08671435671456,139_chron2
104,34.1179763806517,104_chron
91,34.164462329456015,91_chron
26,34.179910336700935,26_chron
170,34.28357323311106,170_acute2
137,34.297680690706315,137_chron
154,34.308837605550806,154_chron2
203,34.31882954577756,203_chron2
135,34.361361970223584,135_chron
51,34.45832745656693,51_chron
169,34.59907334926195,169_chron
193,34.61899674837032,193_chron2
183,34.645754893151015,183_chron2
210,34.71592271436552,210_chron
144,34.7627574343422,144_chron
92,34.861643756112606,92_chron2
225,34.97543448947694,225_acute
247,35.01031217600441,247_chron2
236,35.036714676520056,236_chron2
216,35.03863420045386,216_chron2
202,35.06205520249168,202_chron
164,35.0976593758059,164_chron
145,35.175590142164616,145_chron2
27,35.220067965210646,27_chron
186,35.32733857559873,186_chron
87,35.38165720235662,87_chron
98,35.40259127603359,98_chron
178,35.57030513661192,178_chron
281,35.613869374122146,281_acute
192,35.700114955470326,192_chron2
129,35.71267059756299,129_chron2
167,35.725651137929404,167_chron
84,35.746770391655474,84_chron
151,35.76483433923545,151_chron
165,35.84755179917628,165_chron
45,35.87008022728071,45_chron
271,35.95406678483263,271_chron
229,36.021082537724,229_chron
119,36.112153876236164,119_chron
245,36.11852473156584,245_chron2
148,36.126734922765955,148_chron
73,36.242804897083666,73_chron2
34,36.2660017993849,34_chron
107,36.41806558498099,107_chron
224,36.439694420826534,224_chron2
288,36.43997333861923,288_chron2
284,36.46422532211426,284_chron2
40,36.51774705377967,40_chron
83,36.531614002040904,83_chron
127,36.59942138612246,127_chron
150,36.61943843560656,150_chron
251,36.620275016086154,251_chron2
294,36.74700704779951,294_chron
258,36.77712728508884,258_chron2
248,36.80113305229421,248_chron
218,36.8543047169752,218_chron
252,36.88099218501749,252_chron
320,36.893999666734516,320_acute
61,36.94068884232712,61_chron
227,36.97113509703876,227_chron
250,36.97340636367723,250_chron2
217,37.058540588704986,217_chron2
322,37.0594920432782,322_chron2
159,37.08019688846797,159_chron
254,37.11347064145757,254_chron2
283,37.1289741855336,283_chron
286,37.14767437559608,286_chron
274,37.21068804761731,274_chron
300,37.23298437579209,300_chron2
256,37.2359777734643,256_chron2
111,37.28289406251991,111_chron
33,37.30654908723815,33_chron
160,37.37605195056445,160_chron
266,37.395453207083165,266_chron
302,37.45334307084903,302_chron
280,37.50044709249433,280_chron2
244,37.50390076633453,244_chron
174,37.52289950120713,174_chron
276,37.54560769671711,276_chron
106,37.59130731547588,106_chron
228,37.64811377838561,228_chron2
336,37.676082298368954,336_chron2
187,37.688313766065015,187_chron
230,37.77881805127921,230_chron2
297,37.824907019846535,297_chron
85,37.84470647743089,85_chron
213,37.877335940432005,213_chron
208,37.973651998537754,208_chron
147,38.06055671789716,147_chron
176,38.09188721765122,176_chron
223,38.20468277378547,223_chron2
143,38.22831583553694,143_chron
149,38.242213690653976,149_chron
303,38.25477821574898,303_chron2
301,38.3521080883403,301_chron2
184,38.40666367552968,184_chron2
312,38.54253909499084,312_chron2
171,38.59135769174762,171_chron
232,38.59717313046982,232_chron
259,38.60784366598988,259_chron
305,38.697302585488366,305_chron
153,38.70873037656049,153_chron
196,38.7881508801968,196_chron
268,38.78894521539023,268_chron
347,38.79670091952834,347_chron2
204,38.88849115842827,204_chron
361,38.92389665734951,361_chron2
77,38.956256686776285,77_chron
231,38.99978859734492,231_chron
233,39.00495934352997,233_chron
333,39.01574009484588,333_chron
383,39.140298362222126,383_chron2
321,39.17657763473997,321_chron
360,39.24580302539901,360_chron2
325,39.27175034256642,325_chron
329,39.321139178626716,329_chron
140,39.325047368179476,140_chron
89,39.3344826013148,89_chron
423,39.36319103410353,423_acute2
375,39.42057164268465,375_chron
179,39.4355631230871,179_chron
180,39.450846660237346,180_chron
234,39.457187779894696,234_chron
378,39.48354497603273,378_chron
355,39.50030517701851,355_acute
318,39.53777229536489,318_chron
115,39.56507539200426,115_chron
282,39.647184321637184,282_chron
319,39.65009353824435,319_acute
356,39.650493456007396,356_chron
316,39.66202326360193,316_chron2
155,39.73621561478765,155_chron2
279,39.81250861331125,279_chron
226,39.86650295452159,226_chron
371,39.87434642699358,371_chron
413,39.899078529635915,413_chron2
156,39.90572163590003,156_chron
420,39.91274474278894,420_chron2
211,39.91576472676384,211_chron
376,40.006086678949764,376_chron
368,40.011232877842595,368_chron
285,40.01509275875595,285_chron
399,40.02306993785526,399_chron
123,40.10759870908756,123_chron
255,40.12640706066372,255_chron
240,40.13441176816827,240_chron
343,40.142859733429866,343_chron
278,40.14397345879885,278_chron
386,40.185430378369595,386_chron2
452,40.18579858065517,452_acute2
339,40.2000066251563,339_chron
221,40.213530356154074,221_chron
394,40.21752138401904,394_chron2
434,40.253797817797754,434_chron
328,40.27675283107576,328_chron
238,40.350718185268505,238_chron
374,40.36038461791434,374_chron
441,40.38929626113062,441_chron
364,40.400409466650856,364_chron
200,40.41204338759443,200_chron2
346,40.46884990238258,346_chron
